title,UPC,star_rating,price,in_stock,stock_count,link
Little Women (Little Women #1),deda806b68b0aa11,4,28.07,True,4,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html
It,670a2773607d785d,3,25.01,True,4,https://books.toscrape.com/catalogue/it_330/index.html
Harry Potter and the Sorcerer's Stone (Harry Potter #1),ac337893a9fe0085,3,13.9,True,4,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),eff24325e0ede639,4,24.17,True,4,https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
Harry Potter and the Order of the Phoenix (Harry Potter #5),5a6b7155f2797537,4,31.63,True,4,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html
Harry Potter and the Half-Blood Prince (Harry Potter #6),73f4f87dd936ee5c,5,48.75,True,4,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html
Harry Potter and the Chamber of Secrets (Harry Potter #2),c7c4f55b7321cba7,1,14.74,True,4,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html
Gone with the Wind,23310ce84d3c9f85,3,32.49,True,4,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html
God Is Not Great: How Religion Poisons Everything,ddbc5530d2939d49,1,27.8,True,4,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html
Girl With a Pearl Earring,5eff05e59f905a49,1,26.77,True,4,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html
"Fruits Basket, Vol. 4 (Fruits Basket #4)",8fff1084aa085a13,4,50.44,True,4,https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html
Far From True (Promise Falls Trilogy #2),ad15a9a139919918,2,34.93,True,4,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
Dark Lover (Black Dagger Brotherhood #1),2b69d289279aabfd,1,12.87,True,4,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html
Confessions of a Shopaholic (Shopaholic #1),a2dc754afb69bb32,2,48.94,True,4,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html
Changing the Game (Play by Play #2),aaebac5fda798b1b,3,13.38,True,4,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html
Candide,2798974abc8a58a8,3,58.63,True,4,https://books.toscrape.com/catalogue/candide_316/index.html
Can You Keep a Secret?,0812f54c93d726ce,1,21.94,True,4,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html
Atlas Shrugged,78a4ac98191ac675,5,26.58,True,4,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
Animal Farm,1451b55e5e56bb89,3,57.22,True,4,https://books.toscrape.com/catalogue/animal-farm_313/index.html
A Walk to Remember,aead11697d14ea36,1,56.43,True,4,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html
A New Earth: Awakening to Your Life's Purpose,f6ae39568db1130e,5,55.65,True,4,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",d12ca4020c2f602e,1,27.62,True,4,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html
'Salem's Lot,6e9403f00acd6752,4,49.56,True,4,https://books.toscrape.com/catalogue/salems-lot_309/index.html
Zero History (Blue Ant #3),634b7165c96ebb9f,1,34.77,True,3,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html
Wuthering Heights,5a7ff9aaa3168878,3,17.73,True,3,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html
World War Z: An Oral History of the Zombie War,5d55202da0252627,1,21.8,True,3,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html
Wild: From Lost to Found on the Pacific Crest Trail,d30b9215c72cca87,3,46.02,True,3,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html
"Where'd You Go, Bernadette",07bb35158d9dd3d2,1,18.13,True,3,https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html
When You Are Engulfed in Flames,dab0196cd5fc8e5e,5,30.89,True,3,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,06bab964fd536971,3,31.95,True,3,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html
We Are All Completely Beside Ourselves,be3db344a845580b,1,24.04,True,3,https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html
Walk the Edge (Thunder Road #2),0e4e2d31c2fb3aad,3,32.36,True,3,https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html
Voyager (Outlander #3),7feac4000cbc5859,5,21.07,True,3,https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,52aa3d79b1cee455,3,50.66,True,3,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,4672d10b9b1e7a05,2,13.66,True,3,https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
"Unstuffed: Decluttering Your Home, Mind, and Soul",b830685072fa871f,1,58.09,True,3,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html
Under the Banner of Heaven: A Story of Violent Faith,599a4f98bb193368,1,30.0,True,3,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html
Two Boys Kissing,61bc8167c9680283,2,32.74,True,3,https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html
Twilight (Twilight #1),b53078de0147f6bf,2,41.93,True,3,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html
Twenties Girl,8ebad30219b8679c,2,42.8,True,3,https://books.toscrape.com/catalogue/twenties-girl_292/index.html
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",2173a2ce35f6ace1,1,53.51,True,3,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html
Three-Martini Lunch,57f755143ee96fd4,3,23.21,True,3,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html
"Thinking, Fast and Slow",719d72f3ee512dc6,1,21.14,True,3,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html
The Wild Robot,75fed6a47f69859d,3,56.07,True,3,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",a33ed2e6068df53e,3,14.41,True,3,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html
The Undomestic Goddess,813cff2aefa5d1f0,4,45.75,True,3,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html
The Travelers,2b685187f55c5d31,1,15.77,True,3,https://books.toscrape.com/catalogue/the-travelers_285/index.html
The Tipping Point: How Little Things Can Make a Big Difference,224fa77d4b248046,2,10.02,True,3,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html
The Thing About Jellyfish,3d15714d4d3d15dd,1,48.77,True,3,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html
The Stand,49f24193f0b961e6,2,57.86,True,3,https://books.toscrape.com/catalogue/the-stand_282/index.html
The Smitten Kitchen Cookbook,742702d662a71410,1,23.59,True,3,https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html
The Silkworm (Cormoran Strike #2),f06039c29b5891fa,5,23.05,True,3,https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",91eb9605998a7c03,5,55.55,True,3,https://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html
The Rose & the Dagger (The Wrath and the Dawn #2),322a9e34d87f54b1,4,58.64,True,3,https://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),366a236aa1ea6f07,1,23.21,True,3,https://books.toscrape.com/catalogue/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a,3,42.57,True,3,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),0e92ccf1bd39e68f,1,10.92,True,3,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html
The Rest Is Noise: Listening to the Twentieth Century,e2d47e82c50d41d9,1,34.77,True,3,https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html
The Red Tent,3c456328b04a8ee8,5,35.66,True,3,https://books.toscrape.com/catalogue/the-red-tent_273/index.html
The Purpose Driven Life: What on Earth Am I Here for?,0e7beedf0ee9380c,3,37.19,True,3,https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html
The Purest Hook (Second Circle Tattoos #3),969f6c7e86554814,1,12.25,True,3,https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html
The Picture of Dorian Gray,b9f6305a3d650e2c,2,29.7,True,3,https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html
The Paris Wife,fa26798728f5208f,3,36.8,True,3,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html
The Obsession,ee441c8e027caa66,1,45.43,True,3,https://books.toscrape.com/catalogue/the-obsession_268/index.html
The Nightingale,29d6d87f3418638b,4,26.26,True,3,https://books.toscrape.com/catalogue/the-nightingale_267/index.html
The New Guy (and Other Senior Year Distractions),3e42ac0f4d43320f,3,44.92,True,3,https://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html
The Nanny Diaries (Nanny #1),6263c1d2997b8ce0,5,52.53,True,3,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html
The Name of God is Mercy,0baf71623648413a,2,37.25,True,3,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html
The Maze Runner (The Maze Runner #1),4266f48a0aa1c37d,1,20.93,True,3,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html
The Lover's Dictionary,36c15687f5ab0f7c,2,58.09,True,3,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html
The Lonely Ones,cf2f27fdf94ba20e,5,43.59,True,3,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,70c7c3ca7f9b2728,3,33.92,True,3,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html
The Last Painting of Sara de Vos,476c7972e9b41891,2,55.55,True,3,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html
"The Land of 10,000 Madonnas",35e69a79d2b1e804,4,29.64,True,3,https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html
The Infinities,554e9e2d532b3a87,1,27.41,True,3,https://books.toscrape.com/catalogue/the-infinities_257/index.html
The Husband's Secret,ff6bb30dd0c482a6,5,52.51,True,3,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),a8b0ea6490bc818f,3,47.8,True,3,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html
The Guns of August,b5da59dd177eb36b,2,14.54,True,3,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html
The Guernsey Literary and Potato Peel Pie Society,4a0a276409968a73,1,49.53,True,3,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html
The Goldfinch,c88422d8959260ab,3,43.58,True,3,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html
The Giver (The Giver Quartet #1),e2dac1f4739e0bd5,1,12.3,True,3,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html
The Girl with All the Gifts,92dcc54a27107a37,3,49.47,True,3,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html
The Girl Who Played with Fire (Millennium Trilogy #2),bfa9cb304075d3e8,2,22.14,True,3,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),8f5d16a5a9bd58b2,1,57.48,True,3,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html
The Exiled,dd003e904727281a,3,43.45,True,3,https://books.toscrape.com/catalogue/the-exiled_247/index.html
"The End of Faith: Religion, Terror, and the Future of Reason",b3f2bc2cefb35f05,4,22.13,True,3,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",c6bf14cb901c63ac,4,13.03,True,3,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",63c0826ef59eae66,5,57.35,True,3,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html
The Devil Wears Prada (The Devil Wears Prada #1),a6ab0cb7106a67f2,1,44.29,True,3,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html
The Demon-Haunted World: Science as a Candle in the Dark,f51062bf579507d9,4,52.25,True,3,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html
The Day the Crayons Came Home (Crayons),b22362b434e8ee62,5,26.33,True,3,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html
The Da Vinci Code (Robert Langdon #2),dabf11918b48b40c,2,22.96,True,3,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html
The Cuckoo's Calling (Cormoran Strike #1),1be6d3b121865edb,1,19.21,True,3,https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),cad70d6ffd53912f,4,26.78,True,3,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html
The Complete Poems,23707d3ddf14a999,5,41.32,True,3,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html
The Catcher in the Rye,487449f4f6322f0f,1,24.55,True,3,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html
The Cat in the Hat (Beginner Books B-1),b7f475238ed50429,2,16.26,True,3,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html
The Case for Christ (Cases for Christianity),970bd3316219e7dc,1,47.84,True,3,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html
The Book Thief,a75e274c8814b539,2,53.49,True,3,https://books.toscrape.com/catalogue/the-book-thief_233/index.html
The Book of Basketball: The NBA According to The Sports Guy,08decd9664e5d56e,5,44.84,True,3,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html
The Blind Side: Evolution of a Game,cd3dcd83bb002e78,5,53.71,True,3,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html
The Autobiography of Malcolm X,b04a6a0db525857d,2,23.43,True,3,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",311634df10651e05,3,34.32,True,3,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
The Art of Fielding,2858ac90c4758e1f,1,22.1,True,3,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",61002f3b7ba5d780,2,25.83,True,3,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html
Stiff: The Curious Lives of Human Cadavers,a11ae5f07572ef49,3,36.74,True,3,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html
Spilled Milk: Based on a True Story,f08667e4c0458f37,1,49.51,True,3,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html
Something Borrowed (Darcy & Rachel #1),ac27ab4bcd9c492e,5,48.96,True,3,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html
Something Blue (Darcy & Rachel #2),3fc9d51d1c4d6ba7,1,54.62,True,3,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html
Soldier (Talon #3),feaaae90514eb2ac,2,24.72,True,3,https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html
Shopaholic & Baby (Shopaholic #5),c57d3c96af23c297,2,46.45,True,3,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html
Seven Days in the Art World,07806456878931bc,2,52.33,True,3,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html
Seven Brief Lessons on Physics,281a244ce1954711,4,30.6,True,3,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html
Scarlet (The Lunar Chronicles #2),510832818edb6fbc,4,14.57,True,3,https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html
Sarah's Key,5b2cd5b31a510848,1,46.29,True,3,https://books.toscrape.com/catalogue/sarahs-key_217/index.html
"Saga, Volume 3 (Saga (Collected Editions) #3)",7b870bf85d01c2dc,5,21.57,True,3,https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html
Running with Scissors,28921443f052bea6,4,12.91,True,3,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html
Rogue Lawyer (Rogue Lawyer #1),b4f5672f68ec3a83,3,50.11,True,3,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",89cad3f37c9ce226,4,41.67,True,3,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html
Rework,8e9dd8431170c09e,2,44.88,True,3,https://books.toscrape.com/catalogue/rework_212/index.html
Reservations for Two,ecdf73ee66c33b17,3,11.1,True,3,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html
Red: The True Story of Red Riding Hood,4c8ece50736f9e88,3,28.54,True,3,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html
Ready Player One,2ef5dc7e278e562a,4,19.07,True,3,https://books.toscrape.com/catalogue/ready-player-one_209/index.html
Quiet: The Power of Introverts in a World That Can't Stop Talking,3c565df219ba3274,1,43.55,True,3,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),9707989a439757b4,3,43.63,True,3,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html
Persepolis: The Story of a Childhood (Persepolis #1-2),cb62418129b864a3,1,39.13,True,3,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html
Packing for Mars: The Curious Science of Life in the Void,8e2dfd6bcf48e1e6,2,56.68,True,3,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
Outliers: The Story of Success,09a7b0b566ad6225,1,14.16,True,3,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html
Original Fake,c59283b05905c853,3,31.45,True,3,https://books.toscrape.com/catalogue/original-fake_203/index.html
Orange Is the New Black,8378c899988905ee,2,24.61,True,3,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html
One for the Money (Stephanie Plum #1),3250650a5c4e6f07,2,32.87,True,3,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html
Notes from a Small Island (Notes From a Small Island #1),cb65e49993db9a93,1,40.17,True,3,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html
Night (The Night Trilogy #1),c4d9fce9eff3b8ba,1,13.51,True,3,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html
Neither Here nor There: Travels in Europe,747cf7fca2ccdbd4,3,38.95,True,3,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html
Naked,54aeeb4610d3ae08,3,31.69,True,3,https://books.toscrape.com/catalogue/naked_197/index.html
Morning Star (Red Rising #3),7ce5a92baabb6bc0,1,29.4,True,3,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",7980fa06f2b704d8,1,57.83,True,3,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html
Midnight Riot (Peter Grant/ Rivers of London - books #1),e9056f9b5a40a301,2,55.46,True,3,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html
Me Talk Pretty One Day,abc4a7ee16c21088,2,57.6,True,3,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
Manuscript Found in Accra,546da23278482b0a,2,34.98,True,3,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html
Lust & Wonder,0dcadb06206abd3c,2,11.87,True,3,https://books.toscrape.com/catalogue/lust-wonder_191/index.html
Lila (Gilead #3),4ef75307fb64e2ad,3,12.47,True,3,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",4b3f4f151c99f472,2,33.26,True,3,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
Life Without a Recipe,c53d9fefcda371e9,5,59.04,True,3,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
Life After Life,4ec53ff7e2263f32,2,26.13,True,3,https://books.toscrape.com/catalogue/life-after-life_187/index.html
Letter to a Christian Nation,1de75f05d57bfc10,1,22.2,True,3,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
Let's Pretend This Never Happened: A Mostly True Memoir,1246e4ffeb5ac4ea,1,45.11,True,3,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
Legend (Legend #1),0ce8075fab4a2b5b,4,43.69,True,3,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html
"Lean In: Women, Work, and the Will to Lead",d5e1a9bfe22bbf9f,1,25.02,True,3,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",190fbebbf798c31a,5,55.5,True,3,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
Lady Renegades (Rebel Belle #3),16e843e6b853cc2f,5,53.04,True,3,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
Jurassic Park (Jurassic Park #1),a0dd11f6abc421ec,1,44.97,True,3,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,d4a29356fc992879,1,42.38,True,3,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
Is Everyone Hanging Out Without Me? (And Other Concerns),034829ffdd0a0aea,3,20.11,True,3,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
Into the Wild,a7c3f1010d64799a,5,56.7,True,3,https://books.toscrape.com/catalogue/into-the-wild_177/index.html
Inferno (Robert Langdon #4),6c4646d90b60a56c,5,41.0,True,3,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",d8292cd5f1aca291,3,28.85,True,3,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
If I Run (If I Run #1),61569d12d4ae7161,4,49.97,True,3,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
I've Got Your Number,6b32b561dab8036c,1,19.69,True,3,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,8010c7c148057fd3,2,28.88,True,3,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,6c4d17a46cac8787,3,33.14,True,3,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",1812b8f5641287e3,2,43.7,True,3,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
House of Leaves,557c03c284be1bf2,1,54.89,True,3,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html
Horrible Bear!,cc1ac978a6835ef6,2,37.52,True,3,https://books.toscrape.com/catalogue/horrible-bear_168/index.html
Holidays on Ice,0cb4856be3694a57,2,51.07,True,3,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
Heir to the Sky,b003f8bb02f76dc5,4,44.07,True,3,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html
Green Eggs and Ham (Beginner Books B-16),621e2c310cec8d32,4,10.79,True,3,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html
"Grayson, Vol 3: Nemesis (Grayson #3)",4f6985aca357ae09,1,42.72,True,3,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html
Gratitude,c300cc9326592b65,5,26.66,True,3,https://books.toscrape.com/catalogue/gratitude_163/index.html
Gone Girl,d5c588b6f9c015e4,5,37.6,True,3,https://books.toscrape.com/catalogue/gone-girl_162/index.html
Golden (Heart of Dread #3),984b3b6e7479b571,4,42.21,True,3,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
Girl in the Blue Coat,41fc5dce044f16f5,2,46.83,True,3,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html
